siteid,sitename,LandUnitDetail,latitudedd,longitudedd,ElevationMeters,PrimaryType,SecondaryType,surveyid,surveydate,surveyors,surveyprotocol,ExtentOfData,seapscore_id,AQ_dewatered,AQ_function,AQ_functionRisk,AQ_discharge,AQ_dischargeRisk,AQ_naturalness,AQ_naturalnessRisk,AQ_persistence,AQ_persistenceRisk,AQ_waterQuality,AQ_waterQualityRisk,AQ_algalPeriphyton,AQ_algalPeriphytonRisk,AQ_aquiferScore,AQ_aquiferRiskScore,GEO_obliterated,GEO_geomorphicFunction,GEO_geomorphicFunctionRisk,GEO_runoutChannel,GEO_runoutChannelRisk,GEO_soilIntegrity,GEO_soilIntegrityRisk,GEO_geomorphicDiversity,GEO_geomorphicDiversityRisk,GEO_naturalDisturbance,GEO_naturalDisturbanceRisk,GEO_geomorphicScore,GEO_geomorphicRiskScore,HAB_isolation,HAB_isolationRisk,HAB_size,HAB_sizeRisk,HAB_quality,HAB_qualityRisk,HAB_nativePlantRole,HAB_nativePlantRoleRisk,HAB_trophicDynamics,HAB_trophicDynamicsRisk,HAB_habitatScore,HAB_habitatRiskScore,BIO_nativePlantRichness,BIO_nativePlantRichnessRisk,BIO_nativeFaunaDiversity,BIO_nativeFaunaDiversityRisk,BIO_sensitivePlantRichness,BIO_sensitivePlantRichnessRisk,BIO_sensitiveFaunaRichness,BIO_sensitiveFaunaRichnessRisk,BIO_nonnativePlantRarity,BIO_nonnativePlantRarityRisk,BIO_nonnativeFaunaRarity,BIO_nonnativeFaunaRarityRisk,BIO_nativePlantDemography,BIO_nativePlantDemographyRisk,BIO_nativeFaunaDemography,BIO_nativeFaunaDemographyRisk,BIO_biotaScore,BIO_biotaRiskScore,FHI_surfaceWQ,FHI_surfaceWQrisk,FHI_flowRegulation,FHI_flowRegulationRisk,FHI_roadTrailRail,FHI_roadTrailRailRisk,FHI_fencing,FHI_fencingRisk,FHI_construction,FHI_constructionRisk,FHI_herbivory,FHI_herbivoryRisk,FHI_recreation,FHI_recreationRisk,FHI_adjacentLand,FHI_adjacentLandRisk,FHI_fireInfluence,FHI_fireInfluenceRisk,FHI_humanImpactScore,FHI_humanImpactRiskScore,AC_informationQuality,AC_informationQualityRisk,AC_culturalSignificance,AC_culturalSignificanceRisk,AC_historicalSignificance,AC_historicalSignificanceRisk,AC_recreationSignificance,AC_recreationSignificanceRisk,AC_economicValue,AC_economicValueRisk,AC_mgmtPlan,AC_mgmtPlanRisk,AC_sciEducValue,AC_sciEducValueRisk,AC_envirCompliance,AC_envirComplianceRisk,AC_legalStatus,AC_legalStatusRisk,AC_adminContextScore,AC_adminContextRiskScore,meanConditionScore,meanConditionRiskScore,nullConditionScores,nullRiskScores,managementRecommendations
345,Murrays Lake,"Kaibab NF, North Kaibab RD",36.63086,-112.1757,2578,anthropogenic,limnocrene,2146246272,9/25/2017,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,9,1820,0,5,1,1,1,1,5,3,1,4,3,1,5,2.5,2.7,0,1,5,9,9,1,5,3,4,1,5,1.5,4.8,5,4,4,4,1,5,3,5,3,4,3.4,4.4,3,3,3,5,2,5,3,5,3,4,3,4,2,5,3,4,2.8,4.4,1,5,1,5,3,3,2,4,6,0,1,5,3,2,2,4,2,3,2.3,3.4,,,,,,,,,,,,,,,,,,,0,0,2.5,3.8,9,9,"Murrays Lake is intensively grazed and used for livestock watering. The fencing at the site focuses lifestock presence into the poind area, which results in intensive trampling and feces accumulation. Surveyors recommend a thorough review of this site and its current use, including consideration of enhancing wildlife habitat quality."
699,Squaw Spring,"Kaibab NF, North Kaibab RD",36.39472,-112.28539,2455,hillslope,,2146246274,9/24/2017,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,10,1821,0,6,1,3,1,5,2,3,1,6,1,5,2,4.7,1.3,0,5,2,5,2,4,3,2,3,5,2,4.2,2.4,4,3,3,3,4,3,4,3,4,3,3.8,3,4,2,4,3,5,2,4,3,4,3,5,2,4,3,4,3,4.3,2.6,5,2,4,3,4,2,4,3,6,0,5,1,5,2,5,2,5,2,4.8,1.9,,,,,,,,,,,,,,,,,,,0,0,4.4,2.2,9,9,Surveyors recommend removal of old ineffective fencing prior to installation of new fence.
438,Big Moqui Spring,"Coconino NF, Mogollon Rim RD",34.58633,-111.19816,2190,hillslope,,2146246306,9/30/2017,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,9,1827,0,4,3,1,3,2,4,3,3,5,2,3,3,3,3,0,1,5,2,5,3,3,2,4,4,2,2.4,3.8,5,3,3,3,3,4,4,2,4,2,3.8,2.8,4,2,3,3,4,2,4,2,4,2,4,2,4,2,4,2,3.9,2.1,2,5,2,5,5,2,2,5,5,2,2,5,5,2,4,3,4,2,3.4,3.4,,,,,,,,,,,,,,,,,,,0,0,3.4,3,9,9,"Fence the source and/or remove down fencing and barbed wire, consider removing the springbox."
19006,Rocky LO Springs,"Kaibab NF, Williams RD",35.15306,-111.98233,2052,hillslope,,2146244705,10/13/2016,"Larry Stevens, Gloria Hardwick, Joseph Holway, Leanna Begay, and David Sabata",Stevens et al. Level 2,9,1875,0,2,1,1,2,5,2,3,2,5,2,5,2,3.5,1.8,0,5,2,5,2,4,2,3,2,5,2,4.4,2,2,2,2,2,5,2,5,2,5,2,4,2,5,2,4,2,4,2,3,2,5,2,4,2,5,2,4,3,4.3,2.1,4,2,5,1,5,2,5,1,5,1,4,2,5,1,4,2,4,2,4.6,1.6,,,,,,,,,,,,,,,,,,,0,0,4.2,1.9,9,9,"Remove the bullfrogs, particularly the males. Identify the fish species and monitor semi-annually."
770,Spitz Spring Lower,"Kaibab NF, Williams RD",35.26033,-111.9751,2136,helocrene,anthropogenic,2146247700,6/11/2018,"John Moeny, Tierney Schipper, Susan Ossim, Emile Sawyer, and Larry Stevens",Stevens et al. Level 2,10,1877,0,4,3,1,3,3,3,3,2,3,3,3,3,2.8,2.8,0,2,4,2,4,2,4,1,4,3,3,2,3.8,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3.3,3,2,4,2,4,3,4,4,3,5,1,3,3,5,2,4,3,5,3,3.7,3,,,,,,,,,,,,,,,,,,,0,0,3.1,3.1,9,9,Surveyors recommend occasional monitoring to help determine the climate sensitivity and sustainability of the springs ecosystem.
1113,T-Six Spring,"Coconino NF, Mormon Lake RD",34.90741,-111.59618,2092,helocrene,hillslope,2146247702,6/12/2018,"Larry Stevens, Jeri Ledbetter, Ed Schenk, Tierney Schipper, Alek Mendoza, Emile Sawyer, Tanner Carothers, John Moeny, Susan Ossim, et al.",Stevens et al. Level 2,10,2134,0,4,2,1,3,5,2,3,2,5,2,5,2,3.8,2.2,0,4,2,4,2,3,3,3,2,3,2,3.4,2.2,5,2,3,2,4,2,3,3,3,2,3.6,2.2,4,3,4,2,5,2,4,3,3,3,5,2,4,2,5,3,4.3,2.5,3,2,4,3,5,2,4,3,6,0,3,3,5,1,3,4,5,4,4.2,2.4,,,,,,,,,,,,,,,,,,,0,0,3.9,2.3,9,9,"Bring the base level of the channel back-up to surface, and monitor occasionally."
855,Griffiths Spring,"Coconino NF, Mormon Lake RD",35.11741,-111.70946,2092,hillslope,anthropogenic,2146248730,5/29/2019,Larry Stevens and Workshop Participants,Stevens et al. Level 2,10,2151,0,5,4,2,2,3,3,3,2,2,4,5,2,3.3,2.8,0,3,3,4,2,4,3,2,3,3,3,3.2,2.8,4,2,3,2,4,3,5,2,3,3,3.8,2.4,4,2,4,3,4,2,4,2,5,2,5,3,5,2,5,3,4.5,2.4,2,4,4,2,4,3,5,2,6,0,5,2,4,3,4,3,4,3,4.2,2.4,,,,,,,,,,,,,,,,,,,0,0,3.9,2.5,9,9,Geomorphic restoration of the source would be inexpensive and easily accomplished. Remove the hogwire. The primary management concern involves highway salt infiltrating the aquifer.
729,Mud Springs,"Kaibab NF, Williams RD",35.11495,-112.1868,2115,helocrene,anthropogenic,2146248911,7/29/2019,"Alek Mendoza, Gloria Hardwick, and Jenna Norris",Stevens et al. Level 2,9,2266,0,3,3,2,3,4,2,3,3,4,2,3,2,3.2,2.5,0,3,2,4,2,4,2,3,2,3,2,3.4,2,2,2,3,3,4,2,4,3,5,3,3.8,2.6,5,2,5,2,4,3,4,2,5,3,5,2,5,2,5,2,4.8,2.3,4,2,3,3,3,3,5,2,5,2,4,3,3,3,4,2,5,2,4,2.4,,,,,,,,,,,,,,,,,,,0,0,3.9,2.4,9,9,Surveyors recommend fixing the down fencing surrounding the 2 spring boxes and cleaning up the trash around the abandoned campsite at the edge of the lower low gradient cienega.
776,East Twin Spring,"Kaibab NF, Williams RD",35.16906,-112.21548,2155,helocrene,anthropogenic,2146248912,7/29/2019,"Alek Mendoza, Gloria Hardwick, and Jenna Norris",Stevens et al. Level 2,9,2267,0,5,3,2,3,3,3,3,2,5,2,4,2,3.7,2.5,0,4,3,3,3,3,3,3,3,2,3,3,3,4,2,3,4,3,3,4,3,5,3,3.8,3,5,2,4,2,5,2,4,2,5,2,5,2,5,2,5,2,4.8,2,4,2,3,2,3,3,6,2,6,2,5,2,5,3,4,3,5,2,4.6,2.3,,,,,,,,,,,,,,,,,,,0,0,4.1,2.5,9,9,Surveyors recommend continued occasional monitoring of the site.
739,Big Spring,"Kaibab NF, Williams RD",35.15812,-112.08072,2088,hillslope,,2146247704,6/11/2018,"Jeri Ledbetter, Gloria Hardwick, Alek Mendoza, Tanner Carothers, and workshop participants",Stevens et al. Level 2,9,2268,0,5,4,2,3,3,4,5,3,5,3,4,3,4,3.3,0,5,3,4,4,5,4,2,4,5,3,4.2,3.6,5,3,3,3,4,3,4,3,5,4,4.2,3.2,3,4,5,3,3,4,5,3,4,3,4,3,4,3,5,2,4.1,3.1,4,3,4,3,5,3,5,3,5,2,3,4,5,2,5,2,5,3,4.6,2.8,,,,,,,,,,,,,,,,,,,0,0,4.2,3.2,9,9,Surveyors recommend removing the pipe from the spring source.
741,Buck Spring,"Kaibab NF, Williams RD",35.18881,-112.04959,2077,helocrene,,2146251648,8/2/2019,"Jeri Ledbetter, Andrea Hazelton, and Alek Mendoza",Stevens et al. Level 2,8,2269,0,2,4,0,4,2,4,2,4,2,4,2,4,1.7,4,0,4,2,3,3,4,2,1,2,5,1,3.4,2,5,4,3,3,3,3,5,2,4,2,3.8,2.8,4,2,3,3,3,3,3,3,3,2,3,3,5,1,3,3,3.4,2.5,2,4,2,4,3,3,4,2,6,1,4,2,5,2,5,2,5,2,4,2.4,,,,,,,,,,,,,,,,,,,0,0,3.3,2.7,9,9,"Surveyors recommend removing dysfunctional piping, troughs, and tank."
588,Rosilda Spring,"Kaibab NF, Williams RD",35.17467,-112.06092,2051,helocrene,anthropogenic,2146248914,7/29/2019,"Alek Mendoza, Andrea Hazelton, Tierney Schipper, and Jenna Norris",Stevens et al. Level 2,9,2270,0,3,3,0,2,2,3,0,3,3,5,3,4,1.8,3.3,0,2,5,0,5,3,4,3,4,3,3,2.2,4.2,5,3,3,4,2,5,4,2,2,4,3,3.6,3,2,3,3,5,1,3,3,3,2,3,4,3,3,4,3,3.4,2.6,3,5,1,3,4,3,1,5,5,2,3,3,5,2,5,2,3,3,3.3,3.1,,,,,,,,,,,,,,,,,,,0,0,2.8,3.3,9,9,Surveyors recommend periodically monitoring the newly installed fenced enclosure.
739,Big Spring,"Kaibab NF, Williams RD",35.15812,-112.08072,2088,hillslope,,2146248913,7/30/2019,"Andrea Hazelton, Alek Mendoza, Tierney Schipper, and Jenna Norris",Stevens et al. Level 2,10,2271,0,5,3,3,3,5,3,5,3,5,3,4,4,4.5,3.2,0,4,4,4,4,4,4,4,4,5,3,4.2,3.8,5,2,3,2,5,2,4,3,4,3,4.2,2.4,4,4,4,4,5,1,5,1,3,2,3,2,5,1,3,2,4,2.1,5,4,4,4,4,3,4,4,6,2,4,2,5,3,4,2,4,3,4.4,3,,,,,,,,,,,,,,,,,,,0,0,4.3,2.8,9,9,The surveyors recommend removing the non-functioning metal piping and down barbed wire. Surveyors also recommend re-fencing the source to maintain the integrity of the spring and vegetation.
978,George Spring,"Coconino NF, Mogollon Rim RD",34.48148,-111.16695,2221,hillslope,cave,2146248895,6/26/2019,"Larry Stevens, Jenna Norris, and Hopi Youth",Stevens et al. Level 2,10,2281,0,6,1,2,1,6,1,4,1,6,1,6,1,5,1,0,6,2,6,2,6,1,3,1,5,2,5.2,1.6,4,2,3,2,6,1,6,2,5,2,4.8,1.8,6,1,5,2,6,1,5,2,6,1,4,2,6,1,5,2,5.4,1.5,6,1,6,0,5,2,6,0,6,0,5,2,5,1,5,2,5,2,5.4,1.1,,,,,,,,,,,,,,,,,,,0,0,5.2,1.4,9,9,This is an excellent sentinel site and it would be useful as part of a long-term monitoring program.
412,Whistling Springs,"Coconino NF, Mogollon Rim RD",34.44828,-111.19014,2286,helocrene,,2146248885,6/26/2019,"Jeri Ledbetter, Andrea Hazelton, Riley Swanson, Jeanne Stevens, J. Nicholas, and Hopi Youth",Stevens et al. Level 2,10,2303,0,5,1,2,1,5,1,4,1,5,1,5,1,4.3,1,0,5,1,5,1,5,1,4,1,4,2,4.6,1.2,4,2,4,1,5,1,5,1,4,2,4.4,1.4,5,1,5,2,5,2,4,3,3,2,5,2,5,2,5,2,4.6,2,5,1,4,2,5,2,4,3,5,2,5,3,5,1,5,2,5,3,4.8,2.1,,,,,,,,,,,,,,,,,,,0,0,4.6,1.6,9,9,Surveyors recommend repairing and maintaining the existing fence.
425,Moonshine Spring,"Coconino NF, Mogollon Rim RD",34.47765,-111.14077,2206,helocrene,,2146248893,6/25/2019,"Larry Stevens, Jenna Norris, and Hopi Youth",Stevens et al. Level 2,10,2304,0,4,2,2,4,3,4,1,4,5,2,3,3,3,3.2,0,4,2,4,2,3,3,4,2,5,2,4,2.2,4,1,3,1,4,2,2,3,3,3,3.2,2,3,3,4,2,3,3,4,2,2,3,5,1,3,3,5,1,3.6,2.3,4,2,4,2,3,2,2,4,4,2,2,4,5,1,5,1,5,1,3.8,2.1,,,,,,,,,,,,,,,,,,,0,0,3.5,2.3,9,9,"Surveyors recommend repairing the fencing/elk exclosure in order to minimize further trampling of the site. In addition, follow-up monitoring could be beneficial to further understanding the influence of surface water flow versus groundwater input at this site."
1131,Willard Spring,"Coconino NF, Mormon Lake RD",34.97329,-111.68184,2046,helocrene,hillslope,2146252729,9/11/2019,Alek Mendoza and Gloria Hardwick,Stevens et al. Level 2,9,2313,0,2,3,1,3,3,3,2,3,4,3,4,3,2.7,3,0,4,3,4,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,4,4,4,4,3.2,3.4,4,3,5,3,4,3,4,3,4,3,5,3,4,3,5,3,4.4,3,3,3,3,3,5,2,6,3,5,2,2,4,5,2,5,2,5,3,4.3,2.7,,,,,,,,,,,,,,,,,,,0,0,3.7,3,9,9,Surveyors recommend fencing the 3 channels to restrict livestock access. The fencing can help alleviate much of the disturbance at this site.
181912,North of Willard Springs,"Coconino NF, Mormon Lake RD",34.9776,-111.68143,2062,hillslope,anthropogenic,2146252738,9/11/2019,Alek Mendoza and Gloria Hardwick,Stevens et al. Level 2,10,2314,0,4,2,2,3,4,3,3,3,4,3,4,3,3.5,2.8,0,5,2,4,3,5,3,2,2,3,2,3.8,2.4,3,2,4,3,5,2,5,3,5,3,4.4,2.6,5,2,5,2,5,2,5,2,4,3,5,3,5,3,5,3,4.9,2.5,4,3,5,3,4,2,6,2,5,2,5,3,5,2,5,3,4,3,4.8,2.6,,,,,,,,,,,,,,,,,,,0,0,4.4,2.6,9,9,
955,Double Springs (East),"Coconino NF, Mormon Lake RD",34.94106,-111.49433,2206,hillslope,,2146252722,9/8/2019,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,10,2315,0,5,2,2,2,4,2,5,2,5,2,5,2,4.3,2,0,4,3,4,3,4,2,2,2,4,2,3.6,2.4,1,2,3,2,4,3,4,3,4,3,3.2,2.6,5,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3.6,3,5,2,4,2,5,2,5,2,6,1,5,2,5,3,4,3,4,3,4.8,2.2,,,,,,,,,,,,,,,,,,,0,0,4,2.5,9,9,"After the 5-year monitoring, surveyors recommend removing the piping and concrete springbox."
782,Sawmill Spring,"Kaibab NF, Williams RD",35.28865,-111.95994,2219,hillslope,anthropogenic,2146252814,9/25/2019,Larry Stevens and Gloria Hardwick,Stevens et al. Level 2,9,2317,0,4,4,1,4,1,4,1,4,3,4,2,2,2,3.7,0,1,4,2,4,1,4,2,4,2,4,1.6,4,5,3,2,3,2,3,3,4,2,4,2.8,3.4,3,3,4,3,4,2,4,3,1,3,5,3,2,3,5,3,3.5,2.9,1,4,1,5,3,3,2,3,4,3,3,3,9,9,3,3,3,3,2.5,3.4,,,,,,,,,,,,,,,,,,,0,0,2.8,3.6,9,9,
162,Clover Spring West,"Coconino NF, Mogollon Rim RD",34.50596,-111.36258,2089,hillslope,anthropogenic,2146252834,9/18/2019,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,9,2324,0,5,2,0,2,4,3,1,2,9,2,9,3,2.5,2.3,0,1,4,1,4,1,5,2,5,1,5,1.2,4.6,1,2,2,2,2,5,1,5,2,5,1.6,3.8,1,5,2,4,1,5,1,5,1,5,2,4,2,5,2,5,1.5,4.8,9,1,1,5,1,5,1,5,6,0,3,4,5,3,4,3,5,3,3.3,3.2,,,,,,,,,,,,,,,,,,,0,0,2.7,3.7,9,9,Surveyors recommend continued monitoring.
1004,Jones Springs,"Coconino NF, Mogollon Rim RD",34.76321,-111.49854,2153,hillslope,helocrene,2146252799,9/20/2019,Alek Mendoza and Andrea Hazelton,Stevens et al. Level 2,10,2325,0,4,2,0,4,3,2,3,4,3,2,5,1,3,2.5,0,4,3,5,2,5,2,2,2,4,1,4,2,3,2,3,4,4,2,4,2,4,2,3.2,2.4,4,2,4,2,5,2,4,1,3,2,4,1,5,2,3,2,4,1.8,3,1,4,2,5,1,6,1,3,4,4,2,4,2,4,1,5,2,4.2,1.8,,,,,,,,,,,,,,,,,,,0,0,3.8,2,9,9,"Surveyors recommend maintaining the stocking rates relatively low, as they are now. The spring is in good condition because of the currently low stocking rate."
963,Fain Spring,"Coconino NF, Mormon Lake RD",34.81879,-111.52392,2159,helocrene,,2146252835,9/19/2019,Alek Mendoza and Andrea Hazelton,Stevens et al. Level 2,9,2328,0,5,1,1,2,4,2,4,2,2,5,3,4,3.2,2.7,0,3,3,3,2,3,5,1,3,4,3,2.8,3.2,5,2,4,1,2,5,2,5,3,3,3.2,3.2,2,5,3,3,5,2,5,2,3,5,2,5,3,3,3,3,3.3,3.5,2,5,3,2,4,3,4,5,4,2,2,5,5,2,4,3,3,5,3.4,3.6,,,,,,,,,,,,,,,,,,,0,0,3.2,3.3,9,9,Surveyors recommend repairing the fence to exclude cattle.
546,Keller Spring,"Coconino NF, Mogollon Rim RD",34.48976,-111.27278,2196,hillslope,,2146252837,9/19/2019,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,10,2329,0,6,2,2,2,6,1,4,2,6,1,6,1,5,1.5,0,4,3,3,4,4,3,4,2,3,4,3.6,3.2,3,2,2,2,5,3,5,2,5,3,4,2.4,5,2,4,3,5,2,4,3,4,3,4,3,5,2,4,3,4.4,2.6,6,1,6,1,4,2,5,2,6,0,4,3,5,2,4,3,4,3,4.9,1.9,,,,,,,,,,,,,,,,,,,0,0,4.5,2.3,9,9,"Surveyors recommend regular monitoring of flow, water quality, and channel incision."
437,Coyote Spring,"Coconino NF, Mogollon Rim RD",34.44445,-111.15651,2283,helocrene,hillslope,2146252872,9/26/2019,"Jenna Norris, Alek Mendoza, and Andrea Hazelton",Stevens et al. Level 2,10,2333,0,5,2,2,2,5,2,4,2,5,3,4,2,4.2,2.2,0,5,1,4,2,5,2,2,2,5,2,4.2,1.8,4,2,4,1,5,2,3,3,5,1,4.2,1.8,4,2,4,2,5,2,5,2,3,2,4,2,4,2,4,2,4.1,2,5,1,5,1,3,2,6,1,6,1,3,3,4,2,5,1,5,2,4.7,1.6,,,,,,,,,,,,,,,,,,,0,0,4.3,1.8,9,9,"This spring is supporting a large, complex ecosystem. Surveyors recommend occasional monitoring to determine if the spring can support the current elk population."
430,General Springs,"Coconino NF, Mogollon Rim RD",34.45948,-111.24992,2192,helocrene,rheocrene,2146252871,9/19/2019,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,9,2334,0,4,3,1,3,4,3,4,3,4,3,5,2,3.7,2.8,0,3,3,3,3,4,2,2,2,4,2,3.2,2.4,5,2,3,2,4,2,5,2,4,2,4.2,2,5,2,4,3,5,2,4,3,5,2,5,2,5,2,4,3,4.6,2.4,5,2,5,3,5,2,5,2,6,0,6,2,5,2,4,3,5,2,5.1,2,,,,,,,,,,,,,,,,,,,0,0,4.3,2.3,9,9,Surveyors recommend occasional monitoring and maintaining the fence.
544,Monkshood Spring,"Coconino NF, Mogollon Rim RD",34.44723,-111.16472,2280,helocrene,,2146252827,9/26/2019,"Andrea Hazelton, Jenna Norris, and Alek Mendoza",Stevens et al. Level 2,10,2336,0,5,1,1,2,5,1,4,1,5,1,5,1,4.2,1.2,0,5,1,5,1,5,1,0,2,5,1,4,1.2,1,3,2,1,5,1,4,2,4,2,3.2,1.8,5,1,4,2,5,2,5,2,3,2,4,2,4,2,4,2,4.3,1.9,5,1,6,1,5,1,6,1,6,1,3,2,5,3,5,2,4,1,5,1.4,,,,,,,,,,,,,,,,,,,0,0,4.2,1.5,9,9,Surveyors recommend occasional monitoring.
1089,Smith Spring,"Coconino NF, Mormon Lake RD",34.9365,-111.48594,2199,helocrene,hillslope,2146252703,9/8/2019,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,10,2337,0,5,2,2,2,4,2,5,2,5,2,4,2,4.2,2,0,4,2,4,2,4,2,2,2,5,2,3.8,2,4,2,3,2,5,2,4,2,5,2,4.2,2,4,2,5,2,5,2,5,2,4,2,5,2,5,2,5,2,4.8,2,5,2,5,2,4,2,5,2,6,2,5,2,5,2,4,2,5,2,4.9,2,,,,,,,,,,,,,,,,,,,0,0,4.5,2,9,9,"The channel has likely been dammed, but it is now recovered. Surveyors recommend removing the piping after the 5 year study and monitoring regularly."
999,Immigrant Spring,"Coconino NF, Mogollon Rim RD",34.44087,-111.29438,2279,helocrene,,2146252874,10/13/2019,Larry Stevens and Jeff Averitt,Stevens et al. Level 2,9,2339,0,5,2,0,2,5,2,1,2,9,2,9,2,4.8,2,0,3,2,4,2,3,3,3,2,4,3,3.4,2.4,5,2,3,2,4,3,4,3,4,3,4,2.6,5,3,5,3,5,2,4,3,4,3,4,3,4,3,4,3,4.4,2.9,9,2,6,1,4,3,4,3,6,0,5,2,4,2,5,2,4,3,5.2,2,,,,,,,,,,,,,,,,,,,0,0,4.5,2.4,9,9,Surveyors recommend occasional monitoring. Encroaching conifers and non-native herbs may warrant consideration for removal.
144,Pivot Rock Spring,"Coconino NF, Mogollon Rim RD",34.49054,-111.3984,2130,hillslope,cave,2146252841,9/20/2019,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,10,2341,0,5,2,2,2,4,2,4,2,5,2,5,2,4.2,2,0,3,3,5,2,4,2,4,2,4,2,4,2.2,5,2,3,2,1,2,5,2,5,2,3.8,2,5,2,4,3,5,3,4,3,5,2,5,3,5,2,4,3,4.6,2.6,5,2,3,2,4,2,5,2,6,1,5,2,4,2,5,2,5,2,4.7,1.9,,,,,,,,,,,,,,,,,,,0,0,4.3,2.2,9,9,Surveyors recommend occasional monitoring.
578,One Hundred One Spring,"Coconino NF, Mogollon Rim RD",34.48732,-111.35115,2136,hillslope,,2146252840,9/20/2019,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,10,2342,0,6,1,2,1,6,1,6,1,6,1,6,1,5.3,1,0,6,1,6,1,5,1,4,1,5,1,5.2,1,5,1,3,1,6,1,5,2,5,2,4.8,1.4,5,2,4,3,5,2,5,3,5,2,5,3,5,1,4,3,4.8,2.4,6,1,6,1,5,2,5,2,6,0,5,2,5,2,3,2,4,2,5,1.6,,,,,,,,,,,,,,,,,,,0,0,5,1.5,9,9,Surveyors recommend occasional monitoring.
1052,Wilson Spring,"Coconino NF, Peaks RD",35.33831,-111.72519,2660,helocrene,,2146252864,10/5/2019,Larry Stevens,Stevens et al. Level 2,10,2354,0,5,2,0,2,4,2,3,2,4,3,5,1,3.5,2,0,5,2,5,2,4,3,5,2,4,3,4.6,2.4,3,2,3,2,5,2,4,3,4,3,3.8,2.4,4,3,4,3,4,2,4,3,4,2,5,1,5,2,4,3,4.3,2.4,5,3,5,2,6,1,4,3,6,0,6,0,5,1,5,2,6,2,5.3,1.6,,,,,,,,,,,,,,,,,,,0,0,4.4,2.1,9,9,Surveyors recommend continuing occasional monitoring and maintaining the fencing.
768,Mineral Spring,"Kaibab NF, Williams RD",35.25188,-111.9994,2124,helocrene,,2146253831,8/27/2020,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,10,2626,0,5,3,1,3,4,3,4,2,1,5,1,4,2.7,3.3,0,2,5,3,4,2,5,4,3,3,5,2.8,4.4,5,4,3,4,2,4,3,4,3,4,3.2,4,4,3,3,4,4,3,3,4,4,3,4,3,3,4,3,4,3.5,3.5,1,5,5,2,1,5,3,4,6,0,2,4,4,3,2,5,4,3,3.1,3.4,,,,,,,,,,,,,,,,,,,0,0,3.1,3.7,9,9,Investigate the salt contamination. Repair and maintain the fencing to limit cow access to the source. Continue to monitor occasionally.
1005,Kehl Spring,"Coconino NF, Mogollon Rim RD",34.43546,-111.31733,2268,helocrene,rheocrene,2146253876,9/14/2020,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,9,2644,0,5,2,0,2,5,2,3,2,5,2,5,2,3.8,2,0,4,3,4,3,4,3,3,2,4,2,3.8,2.6,3,2,3,2,4,3,4,3,4,3,3.6,2.6,5,2,4,3,4,3,4,3,5,2,4,3,5,3,4,3,4.4,2.8,9,3,4,3,3,3,4,2,3,3,3,3,5,3,5,3,5,3,4.6,2.9,,,,,,,,,,,,,,,,,,,0,0,4.1,2.6,9,9,"The springs ecosystem&apos;s adjacency to a maintained campground and the heavily used FR 300 road limits the ability of USFS to manage it for natural conditions. Therefore, the ongoing minimization of elk, livestock, recreation, and fugitive dust is likely sufficient for now. Efforts to replant Bebb wilow, which is disappearing from this site, would be worthwhile, as well as ensuring no net loss of the channel base level. Ongoing monitoring is warranted."
1036,Middle Kehl Meadow Spring,"Coconino NF, Mogollon Rim RD",34.44493,-111.31868,2311,helocrene,rheocrene,2146253879,9/14/2020,Larry Stevens and Jeri Ledbetter,4FRI Year 2-4,7,2645,0,5,2,0,2,5,2,1,2,9,2,3,4,3.8,2.3,0,3,4,4,3,3,3,3,3,4,3,3.4,3.2,3,2,3,3,3,3,4,3,4,3,3.4,2.8,4,3,4,3,4,3,4,3,4,3,3,4,3,4,3,3,3.6,3.3,9,4,3,3,3,4,3,4,6,0,2,4,3,4,5,2,5,3,4.3,3.1,,,,,,,,,,,,,,,,,,,0,0,3.8,3,9,9,"The elk pozo is sufficiently deep that it may interrupt local groundwater flow and reduce flow in the nearby portion of the springbrook. Elk trampling and grazing exert severe impacts on the geomorphology and vegetation, so fencing the site and letting it recover for several years would be beneficial for forage. This could be done in blocks, allowing elk to access to a portion of the meadow while protecting other portions. Consider adding more structure, such as logs or rocks, to provide cover for smaller wildlife. Consider planting and protecting the Bebb willow and continuing to monitor occasionally."
